,date,rf,price,shift_1,ret,excess_ret,cumulative_excess_ret,log_cumulative_excess_return
225,2020-11-20,0.0007000000000000001,41.99,41.57,0.010103439980755394,0.009403439980755393,-0.7168316686152263,0.009359502864280111
226,2020-11-23,0.0008,42.91,41.99,0.021909978566325185,0.021109978566325186,-0.7108539912090316,0.020890249900938462
227,2020-11-24,0.0009,44.71,42.91,0.041948263807970274,0.041048263807970276,-0.6989850495611583,0.04022815148602987
228,2020-11-25,0.0009,45.58,44.71,0.019458734063967736,0.018558734063967734,-0.6933985931466853,0.01838862224242388
229,2020-11-30,0.0008,45.2,45.58,-0.008336989907854222,-0.009136989907854222,-0.6962000071068379,-0.009178988221330897
230,2020-12-01,0.0009,44.54,45.2,-0.014601769911504506,-0.015501769911504506,-0.7009094446957844,-0.015623178681621663
231,2020-12-02,0.0009,45.23,44.54,0.015491692860350197,0.014591692860350197,-0.6965452071753537,0.01448625851625418
232,2020-12-03,0.0008,45.65,45.23,0.009285872208711072,0.008485872208711071,-0.693970128582323,0.00845006959681327
233,2020-12-04,0.0009,46.23,45.65,0.012705366922234356,0.011805366922234356,-0.6903573336610731,0.011736227192757687
234,2020-12-07,0.0008,45.72,46.23,-0.011031797534068744,-0.011831797534068744,-0.6940209629971044,-0.0119023503135125
235,2020-12-08,0.0009,45.64,45.72,-0.0017497812773402952,-0.002649781277340295,-0.6948317405206133,-0.0026532981617726215
236,2020-12-09,0.0008,45.48,45.64,-0.0035056967572305803,-0.004305696757230581,-0.6961457025058634,-0.0043149929635402096
237,2020-12-10,0.0008,46.76,45.48,0.028144239226033447,0.027344239226033448,-0.6878370379053254,0.026977063902897003
238,2020-12-11,0.0008,46.59,46.76,-0.003635585970915197,-0.004435585970915197,-0.6892216635606319,-0.004445452368681435
239,2020-12-14,0.0009,47.02,46.59,0.009229448379480568,0.008329448379480568,-0.6866330514497992,0.00829494996047675
240,2020-12-15,0.0008,47.58,47.02,0.01190982560612495,0.011109825606124949,-0.6831515993006829,0.011048564807219385
241,2020-12-16,0.0009,47.86,47.58,0.005884825556956729,0.004984825556956729,-0.6815721652951962,0.004972442448746728
242,2020-12-17,0.0008,48.34,47.86,0.010029251984956205,0.009229251984956204,-0.6786333145696816,0.00918692268471144
243,2020-12-18,0.0008,49.04,48.34,0.014480761274306904,0.013680761274306903,-0.6742367736647941,0.013588024508852214
244,2020-12-21,0.0009,47.79,49.04,-0.025489396411092987,-0.02638939641109299,-0.6828334685807105,-0.026743846253802328
245,2020-12-22,0.0009,47.02,47.79,-0.016112157355095125,-0.017012157355095127,-0.6882291555209852,-0.017158526515819394
246,2020-12-23,0.0009,47.94,47.02,0.01956614206720533,0.018666142067205328,-0.6824095966455272,0.01849406764964967
247,2020-12-24,0.0009,48.18,47.94,0.005006257822277889,0.004106257822277889,-0.6811054885674726,0.004097850153804261
248,2020-12-28,0.0011,47.5,48.18,-0.014113740141137395,-0.015213740141137395,-0.685957066796842,-0.015330656424028755
249,2020-12-29,0.001,47.85,47.5,0.007368421052631609,0.006368421052631609,-0.6839571091696008,0.006348228344381868
250,2020-12-30,0.0008,48.24,47.85,0.008150470219435749,0.007350470219435749,-0.6816340453124876,0.007323587168212242
251,2020-12-31,0.0009,48.35,48.24,0.002280265339966821,0.0013802653399668208,-0.681194615819807,0.001379313649385594
